LONGITUDE_CIRCLE,LATITUDE_CIRCLE,DIAM_CIRCLE
137.20,-55.89,7310.45
-64.34,-50.47,7317.97
-54.86,13.16,7318.19
165.98,-4.24,7320.76
-49.20,-1.44,7326.57
-102.65,58.20,7327.78
68.62,43.16,7331.31
46.31,-62.38,7334.31
144.12,-11.04,7338.65
40.94,13.02,7340.29
62.74,34.55,7342.20
69.99,32.68,7347.15
66.29,34.34,7348.25
-177.98,-2.64,7350.72
176.90,19.73,7355.63
-20.90,-10.68,7357.61
51.82,2.72,7363.91
69.91,43.98,7364.25
61.54,14.45,7376.28
118.47,62.62,7378.12
-145.14,23.77,7383.92
14.32,-2.05,7388.26
-138.64,-2.36,7393.59
-122.40,58.82,7394.90
32.99,29.88,7394.98
96.62,-28.80,7395.33
-140.51,-44.79,7399.12
-103.83,-32.01,7402.64
-171.01,9.62,7403.14
20.01,59.20,7409.40
71.66,33.21,7410.26
117.44,19.46,7417.47
69.03,40.71,7420.87
85.17,31.11,7431.19
117.94,2.95,7433.71
-132.78,11.23,7457.84
159.58,7.68,7462.35
4.61,43.00,7468.92
-39.01,-46.30,7470.28
-141.11,27.64,7472.80
-148.94,-1.85,7483.26
-69.87,-31.62,7490.63
-34.75,74.59,7493.80
-166.07,28.90,7507.79
-98.09,-82.70,7509.86
-36.35,4.38,7512.80
156.45,-6.86,7513.69
-30.01,37.74,7514.50
-31.10,-18.96,7532.09
157.85,-29.04,7532.16
-155.61,18.07,7532.44
-154.12,12.12,7534.19
130.94,-35.04,7538.85
-98.57,37.82,7544.00
-170.87,7.71,7546.73
144.21,15.13,7549.82
-10.48,54.56,7554.57
-111.48,57.39,7557.03
113.51,7.76,7557.28
-25.51,33.40,7558.02
-169.51,20.92,7569.18
21.39,26.19,7569.34
122.80,29.48,7581.45
-61.30,38.18,7583.13
48.60,-7.05,7584.36
89.83,62.07,7591.63
-85.37,-3.79,7604.47
104.14,-48.35,7607.56
34.08,-16.50,7607.86
84.51,27.76,7610.38
57.37,10.84,7613.57
78.00,36.55,7624.78
-85.95,38.07,7625.43
147.82,27.49,7628.15
33.94,0.11,7641.70
25.06,-0.89,7645.60
74.77,-56.61,7671.19
49.41,60.69,7678.19
-140.53,34.27,7681.03
-177.10,18.64,7681.67
-179.31,30.84,7685.70
75.75,-36.78,7688.66
122.09,25.82,7690.76
-160.35,-5.98,7695.42
136.82,3.88,7703.30
-114.05,15.32,7706.31
-49.30,-14.71,7710.00
168.43,-15.41,7711.74
-4.84,72.71,7716.96
4.86,10.93,7717.07
142.51,35.58,7717.74
123.17,55.97,7723.47
169.95,7.67,7733.07
112.80,25.56,7750.57
-89.48,29.64,7754.27
42.54,37.71,7770.43
-114.64,-43.80,7776.25
-80.48,48.81,7778.12
163.65,6.95,7778.55
13.71,60.11,7783.98
117.44,39.06,7788.22
20.36,54.00,7797.54
4.26,32.97,7803.98
-53.25,-7.20,7815.26
-125.35,-31.32,7818.15
174.52,77.19,7818.69
-116.98,49.87,7820.69
-29.29,27.19,7828.97
20.28,-65.04,7830.52
-172.65,-6.38,7833.84
40.75,-25.79,7835.09
-142.47,-18.09,7836.62
-40.22,56.19,7839.23
157.47,36.36,7841.52
-39.86,11.97,7843.36
-115.99,23.63,7857.13
84.15,4.43,7857.95
19.94,18.93,7862.81
-13.00,28.95,7877.42
-6.42,81.55,7880.95
117.49,-70.30,7887.12
-172.96,64.24,7898.00
164.83,38.35,7898.47
-172.04,6.05,7899.33
15.53,-1.14,7911.12
90.13,-10.03,7911.47
82.33,20.68,7913.21
-85.98,12.43,7914.64
144.39,52.44,7919.74
33.95,19.27,7920.59
179.53,-5.00,7928.12
-176.71,-10.41,7928.57
-81.21,38.01,7931.59
-101.54,12.47,7933.56
134.00,-51.23,7935.32
178.25,24.97,7937.70
-165.19,10.09,7938.35
-42.65,15.27,7941.27
80.10,22.78,7943.04
-67.72,19.01,7951.74
-110.21,-26.01,7954.14
-95.41,29.59,7955.57
121.79,17.98,7957.03
141.56,24.49,7957.94
-65.04,5.41,7958.72
55.68,18.02,7966.01
137.86,58.61,7967.97
89.21,-6.43,7973.26
84.71,21.63,7987.93
99.27,-48.31,8009.62
-79.50,-9.60,8009.96
-35.07,-6.80,8010.00
-149.46,12.32,8010.12
-110.13,-4.52,8022.50
-122.73,35.94,8044.50
-102.37,6.72,8054.98
175.16,-3.19,8058.56
-13.02,-31.37,8065.90
157.04,18.35,8066.10
-143.11,42.56,8066.52
-54.03,66.35,8073.38
-133.71,-48.73,8080.95
26.34,70.34,8086.84
116.48,26.24,8096.86
-128.78,27.91,8098.37
75.81,30.24,8104.71
139.89,17.60,8104.79
35.38,3.44,8108.68
-98.24,57.99,8121.39
-179.78,8.49,8122.44
157.26,27.36,8124.12
19.17,-7.91,8134.24
-53.29,14.97,8135.20
-81.01,-45.85,8137.36
173.01,59.35,8150.31
40.87,-64.01,8157.42
35.29,-0.86,8157.81
-143.81,33.20,8160.80
101.85,68.03,8161.81
-86.13,-17.91,8165.02
-176.52,5.57,8177.65
-30.34,53.13,8179.84
1.98,-21.47,8181.19
42.86,27.62,8189.21
-150.26,20.56,8199.73
177.05,-1.74,8200.27
-142.98,27.43,8204.04
20.93,13.62,8207.79
40.41,-30.07,8219.59
57.89,37.91,8223.30
-174.71,-6.89,8227.44
-79.09,23.95,8231.23
-50.84,-11.38,8232.23
-24.13,45.37,8232.45
-120.51,-13.81,8234.08
42.09,51.40,8234.30
-71.60,19.69,8235.81
139.78,24.43,8242.55
4.17,69.21,8244.43
94.34,52.95,8252.38
-133.57,13.01,8263.28
-108.99,10.21,8272.05
-28.06,32.46,8274.37
89.06,59.51,8278.61
-58.96,-70.66,8281.02
-78.70,35.86,8283.01
18.56,27.37,8285.16
177.39,12.44,8292.42
-170.80,23.53,8305.17
43.47,46.79,8305.58
-38.73,-38.40,8312.33
-173.21,47.14,8315.79
-151.42,41.00,8325.96
141.71,-39.29,8328.69
59.69,7.78,8331.15
10.93,42.03,8336.36
92.60,42.75,8344.06
38.98,38.50,8360.28
-46.51,27.18,8379.55
-127.83,-19.64,8382.56
169.96,0.27,8415.00
-71.71,-41.41,8422.80
121.46,-6.30,8425.25
78.20,69.38,8431.29
-132.63,63.42,8432.58
70.83,36.81,8438.27
143.85,9.62,8440.95
-96.21,5.31,8443.83
-113.66,51.09,8450.90
40.02,45.86,8451.61
-136.24,6.61,8478.36
-107.12,25.07,8489.05
-13.12,31.28,8499.32
119.93,15.95,8502.26
-88.92,25.21,8508.74
49.33,36.06,8512.99
56.29,2.60,8514.42
-93.54,45.41,8515.71
-176.87,29.41,8522.78
-24.81,51.57,8534.76
-100.16,17.91,8535.67
127.82,63.21,8542.31
-124.90,25.21,8545.34
51.69,11.78,8547.00
-85.64,5.02,8557.69
-176.60,32.77,8560.35
-22.73,26.96,8562.73
-32.51,44.61,8578.56
-99.29,9.13,8594.01
-61.03,-33.28,8596.96
-74.62,16.47,8610.76
-76.22,17.57,8620.92
160.94,24.95,8624.36
-88.62,39.12,8646.40
23.21,41.15,8662.52
85.35,23.35,8664.83
-65.78,12.58,8668.06
-160.56,57.29,8673.77
-141.05,57.31,8682.96
7.52,56.98,8683.47
34.98,67.31,8705.88
122.21,27.49,8710.11
-50.68,-42.63,8723.29
-118.66,25.33,8729.16
-69.84,-7.21,8741.22
85.36,32.70,8743.77
-135.16,39.68,8744.27
61.33,-3.41,8745.07
163.93,21.36,8748.76
-162.11,51.09,8749.59
143.87,13.96,8751.87
-103.04,13.62,8752.69
53.66,51.79,8753.43
-117.89,47.57,8756.26
22.36,21.38,8762.05
-69.58,-46.85,8767.55
79.57,10.53,8780.25
-36.51,-16.39,8789.01
13.44,51.22,8789.92
65.87,25.81,8797.80
121.36,37.47,8798.95
-138.25,62.98,8805.12
-38.07,59.37,8809.08
-58.73,62.27,8814.54
-49.84,-15.29,8822.61
13.53,0.78,8824.49
53.58,14.10,8827.90
-41.58,18.62,8832.29
-61.40,31.62,8833.99
165.59,51.26,8839.18
88.09,-37.29,8843.21
89.87,17.45,8844.56
-66.21,2.85,8849.16
160.54,-16.81,8858.64
-52.23,30.78,8860.11
-97.83,3.93,8867.46
88.55,55.95,8871.16
63.55,16.03,8877.00
143.90,34.45,8889.69
-24.77,72.99,8889.83
-145.97,33.48,8905.48
159.82,1.06,8916.27
129.19,-6.58,8919.10
124.47,17.46,8926.07
120.23,76.17,8936.83
7.32,7.90,8952.11
52.58,-0.95,8954.56
-122.43,46.55,8960.44
53.06,4.46,8964.13
-110.15,47.32,8965.77
112.02,-40.77,8966.88
130.43,32.70,8973.96
115.50,21.70,8984.67
118.31,-41.63,8990.94
-118.99,-7.82,8994.59
-137.83,1.72,9016.26
118.37,-8.66,9043.26
85.37,15.40,9045.42
162.14,65.35,9069.84
-147.33,16.84,9072.21
-156.59,3.76,9073.46
113.50,23.29,9097.84
63.35,40.65,9102.99
165.78,18.37,9107.36
-37.25,2.74,9128.21
70.65,-20.51,9131.29
169.44,18.11,9135.39
170.29,12.81,9138.24
2.79,15.02,9149.54
105.85,26.39,9153.48
64.18,22.08,9178.05
73.13,42.96,9182.84
-143.11,-4.60,9184.69
13.95,-38.59,9202.75
-28.26,51.42,9205.15
100.06,52.28,9210.90
-124.41,1.48,9224.21
-32.14,38.67,9231.06
55.97,59.74,9236.63
53.58,46.60,9237.24
126.96,22.79,9253.53
146.97,14.83,9256.96
-94.16,15.41,9261.36
-158.30,4.44,9269.46
147.15,21.37,9270.62
91.27,32.56,9288.41
148.21,14.85,9293.20
-148.21,34.40,9294.20
-57.53,31.22,9296.51
55.33,-50.76,9307.04
163.43,11.21,9307.19
141.82,18.97,9310.47
-161.04,62.54,9311.68
42.73,-10.46,9315.41
-66.43,14.58,9320.31
159.94,17.32,9323.58
105.21,17.63,9331.11
119.60,0.16,9337.65
136.76,22.19,9341.45
100.50,29.17,9345.70
106.16,50.56,9346.82
-80.42,-5.09,9354.71
-35.08,-1.09,9366.03
87.71,2.78,9366.81
129.08,-47.52,9367.10
145.43,51.88,9371.84
37.52,-1.22,9372.87
-44.94,-44.84,9385.27
52.48,29.60,9406.74
-19.15,34.68,9412.86
-61.65,24.24,9424.52
87.70,6.34,9425.16
-77.18,35.20,9430.38
-42.44,6.52,9431.54
105.55,24.45,9438.00
-147.24,-13.47,9451.87
40.57,-48.77,9459.10
-170.94,1.50,9486.39
51.02,15.00,9489.81
-87.63,48.39,9510.43
-153.04,29.38,9510.75
-139.66,-64.78,9533.39
177.12,-10.40,9546.95
64.81,-28.08,9551.73
-143.60,66.61,9553.39
80.78,27.88,9555.73
3.63,21.01,9557.29
-41.54,-2.26,9557.98
-139.65,25.01,9560.38
101.43,-17.16,9560.89
121.25,51.60,9575.23
-28.19,-9.82,9584.86
-72.28,6.96,9599.17
154.78,-13.88,9600.08
-33.67,48.58,9606.64
-149.62,-28.98,9624.35
77.71,40.37,9626.16
-8.79,36.06,9627.44
11.62,34.01,9629.21
-12.87,53.16,9629.27
-177.49,26.12,9629.60
-160.84,-46.08,9632.70
143.35,6.40,9639.24
-178.71,5.03,9657.74
-44.99,48.50,9660.98
128.74,67.01,9666.52
59.68,65.27,9675.36
170.80,27.02,9685.20
-29.57,-44.32,9689.72
49.79,-50.15,9697.80
-139.13,59.47,9698.15
23.07,15.52,9752.40
137.16,9.66,9757.93
-140.05,-0.42,9774.43
115.54,15.09,9776.09
-172.12,-0.06,9787.39
42.06,23.40,9802.02
13.19,38.38,9822.48
168.39,-7.46,9827.04
-70.06,27.04,9834.91
118.91,26.49,9862.08
-50.03,5.75,9873.85
166.69,58.58,9876.84
160.51,19.54,9879.06
-57.13,18.33,9911.32
75.38,63.96,9951.59
-175.97,0.13,9965.62
-129.85,52.81,9972.75
172.57,8.94,9989.23
37.63,45.80,9992.75
94.93,-47.28,9995.01
-26.05,-9.89,10010.88
61.70,-32.47,10024.09
88.75,-51.77,10033.95
165.36,6.48,10054.19
-49.52,5.39,10057.20
-144.75,61.38,10058.22
75.44,56.50,10061.94
-9.01,42.99,10073.76
2.26,-7.94,10087.77
158.11,46.01,10092.77
130.38,45.71,10100.67
156.36,61.41,10121.80
-124.98,60.86,10122.40
54.11,31.82,10135.41
159.24,22.16,10150.01
170.50,-78.08,10151.98
155.03,-34.67,10157.50
124.71,42.17,10168.55
-86.39,-4.19,10183.05
-125.79,11.43,10211.42
-104.83,54.19,10254.69
-34.76,-18.75,10256.25
-173.84,6.74,10265.41
87.65,37.55,10265.61
115.35,54.09,10278.55
23.98,47.26,10278.93
71.83,12.69,10285.03
112.41,-4.84,10285.78
127.80,6.70,10313.09
28.00,-15.22,10319.81
133.11,64.53,10329.95
10.38,-0.10,10338.05
-100.29,53.19,10344.52
16.93,11.39,10352.34
121.97,78.37,10357.83
-175.99,39.89,10373.77
66.12,48.89,10382.94
-8.08,71.62,10386.04
-150.13,33.44,10395.94
-138.17,-12.70,10404.11
-58.78,34.36,10413.85
14.31,-54.25,10423.98
-88.50,-2.85,10441.53
-138.46,39.46,10452.22
140.29,59.68,10468.62
114.49,30.67,10474.71
-32.35,-33.49,10481.50
152.71,37.85,10502.00
-107.00,48.79,10511.49
-165.33,53.81,10522.85
-128.09,24.67,10568.61
48.20,30.44,10593.60
93.53,64.59,10616.14
-177.93,10.03,10640.10
-75.53,19.00,10691.59
55.74,15.49,10696.04
-119.15,33.66,10737.75
135.12,16.40,10778.89
-120.56,27.27,10793.73
88.91,64.12,10806.33
-0.89,-32.28,10807.63
84.48,-33.67,10814.68
19.71,-18.72,10817.33
112.84,1.07,10822.92
-62.16,-9.72,10832.89
111.38,-1.36,10853.82
-101.92,30.86,10860.30
-133.31,25.16,10870.02
-58.55,12.35,10877.03
78.82,32.73,10879.88
20.52,7.45,10897.96
-10.63,49.43,10905.85
163.10,69.86,10914.13
167.43,-53.51,10920.32
68.31,-6.81,10920.85
7.35,-6.20,10922.43
-34.90,66.23,10943.21
107.25,56.39,10968.13
-179.98,36.05,10980.92
18.63,24.36,10986.12
-150.67,58.16,10988.92
163.33,36.98,10990.26
-46.69,-7.52,11009.09
-130.24,59.41,11010.35
151.48,-13.16,11010.60
-10.34,-18.57,11021.14
28.35,1.99,11043.09
18.80,56.76,11050.96
71.48,-63.48,11061.60
33.13,16.45,11066.40
51.04,22.52,11082.44
-44.94,59.17,11091.38
-101.66,0.22,11102.17
-62.48,36.22,11126.01
101.22,45.67,11131.02
133.70,28.72,11132.59
160.15,41.59,11141.55
69.68,-39.63,11159.60
-143.87,-15.52,11185.30
8.28,57.77,11195.42
-123.05,-37.41,11199.84
115.76,-13.40,11208.40
3.05,-31.98,11208.49
-28.91,-27.18,11209.13
20.77,32.80,11211.80
65.79,-10.48,11223.67
-63.78,17.25,11248.25
96.48,54.78,11254.37
133.66,63.00,11263.13
37.44,-16.22,11297.95
-168.85,0.92,11303.14
-157.18,15.43,11331.29
-179.79,58.96,11336.57
92.79,-28.14,11355.95
9.71,38.22,11366.00
-82.43,16.64,11369.10
161.55,33.38,11377.59
-12.99,-39.70,11399.28
-30.12,72.22,11437.28
122.08,13.19,11454.29
-159.86,11.49,11475.84
-66.26,-18.77,11498.35
-6.99,55.04,11518.03
-128.34,22.64,11527.71
-136.31,27.48,11540.70
81.21,61.38,11541.63
177.34,57.52,11544.49
154.38,2.21,11571.92
-81.75,-10.16,11574.63
142.08,57.68,11596.45
116.32,-39.92,11602.55
171.10,48.16,11604.11
-103.00,41.31,11622.42
-152.86,47.03,11638.29
-0.98,65.15,11661.86
-129.66,-21.11,11670.82
-134.31,21.63,11674.65
-156.49,-1.69,11684.07
-92.71,-6.48,11713.15
-104.18,10.44,11753.31
157.81,67.50,11781.39
-166.63,27.19,11793.24
-43.65,3.13,11803.05
136.44,27.66,11807.10
-122.39,6.87,11809.14
-111.55,28.09,11828.37
-48.49,-26.86,11861.02
127.24,58.33,11871.34
160.75,54.59,11888.63
-139.60,-17.94,11891.45
118.40,31.42,11892.95
-68.24,28.78,11906.78
131.19,31.65,11923.31
34.67,-54.45,11967.13
-120.99,23.04,12011.37
151.99,19.43,12014.79
-97.71,45.61,12035.88
94.41,-44.33,12072.92
-36.65,68.01,12078.69
-71.51,44.68,12080.74
115.95,10.83,12080.91
-81.55,21.77,12118.77
-29.88,64.33,12125.24
-64.76,51.22,12181.52
59.86,59.09,12188.93
46.66,-59.20,12193.59
50.61,53.80,12234.03
-32.69,41.71,12237.74
118.54,41.31,12242.14
-6.29,62.03,12285.35
-57.38,-27.92,12296.50
151.63,-8.93,12331.32
-102.17,50.19,12333.46
120.45,83.00,12337.94
-153.51,64.58,12398.90
-81.07,-48.94,12410.94
-109.68,-20.30,12522.45
-91.36,-16.06,12526.64
37.48,-12.14,12545.08
157.98,56.46,12602.44
-14.62,45.45,12615.70
-72.50,14.18,12631.79
-15.06,-9.77,12684.49
-165.30,51.29,12706.62
179.67,-21.36,12746.29
-84.47,17.51,12759.40
-117.48,-6.40,12771.32
-53.40,19.22,12772.03
163.51,67.51,12802.73
-169.19,31.58,12810.92
60.50,29.88,12856.18
-152.56,10.21,12878.82
-171.45,4.48,12903.49
165.33,-15.29,12910.38
7.36,3.25,12928.08
-94.10,7.01,12956.90
107.07,28.94,12974.12
-12.96,48.21,12989.01
-36.22,-23.83,13030.75
154.52,25.01,13041.00
109.34,-1.40,13087.02
-112.66,-40.73,13093.59
34.49,71.85,13158.99
49.70,57.60,13160.51
14.23,17.50,13171.45
-92.04,-11.37,13172.33
37.32,33.10,13181.16
-156.46,56.54,13189.77
-21.26,25.46,13190.18
-130.17,56.64,13270.60
178.87,0.50,13276.85
-86.20,-60.76,13290.05
-134.15,-11.07,13300.32
46.55,73.81,13329.43
1.28,-23.94,13356.13
116.74,-5.04,13404.82
-49.22,48.61,13407.18
96.83,39.41,13448.10
140.35,65.03,13463.79
130.76,56.26,13525.67
-141.35,52.66,13568.97
32.01,66.26,13580.45
15.97,-17.03,13628.45
16.15,45.89,13646.75
-61.57,71.56,13690.40
9.34,21.84,13703.89
54.05,65.45,13750.92
172.45,60.87,13806.70
158.74,73.64,13891.30
115.70,44.71,13953.56
70.33,6.80,13992.69
155.13,9.69,14052.99
90.67,-55.47,14059.67
-79.39,-36.83,14107.35
-6.72,52.43,14122.53
145.74,39.33,14144.55
101.41,9.76,14162.87
-68.58,47.53,14247.03
-120.23,-1.22,14302.78
-123.17,-79.34,14377.47
70.60,0.38,14408.05
175.35,40.43,14462.50
-97.44,19.71,14512.66
-159.30,34.17,14560.70
60.98,49.92,14618.72
-111.33,14.65,14631.86
85.49,40.79,14734.46
9.04,-33.59,14760.38
122.41,67.00,14798.73
-88.25,23.09,14820.60
-133.20,-13.70,14847.65
-21.98,-26.35,14917.30
-78.60,19.32,14919.76
98.08,49.53,14990.57
-163.72,-7.75,15021.88
-130.91,11.16,15029.20
57.16,-34.68,15030.89
15.59,-9.41,15032.18
139.16,-70.13,15179.81
-52.50,50.35,15245.11
-173.50,18.44,15269.07
9.56,47.82,15305.33
-46.59,12.68,15388.23
9.91,11.67,15392.15
-139.53,22.11,15414.76
-6.48,37.67,15546.21
16.38,-16.21,15619.70
-125.64,14.52,15744.90
124.13,39.29,15839.35
-71.27,-12.98,15859.07
-84.82,50.08,15907.59
-2.15,-0.63,15915.87
-79.10,50.29,15976.12
-163.35,59.29,16088.60
-96.27,61.73,16131.47
160.07,31.33,16151.23
-152.28,52.46,16217.46
-67.45,-26.17,16416.23
54.95,24.74,16455.61
14.54,28.71,16493.48
-129.61,33.38,16501.28
43.43,-39.47,16514.45
116.46,53.30,16514.71
-168.95,-53.96,16523.85
-9.31,-58.77,16551.17
96.65,20.07,16577.30
170.75,-38.38,16588.00
-77.80,4.84,16623.11
169.41,50.61,16720.00
-74.09,-4.19,16877.26
-145.40,-58.83,16896.56
-59.38,51.15,16910.93
-81.85,30.19,16931.67
177.17,-24.24,16931.91
-111.19,46.84,17069.51
20.60,36.94,17124.25
-169.84,-8.58,17130.53
-54.11,38.55,17161.55
131.63,41.60,17193.16
153.73,8.05,17202.50
-75.20,44.89,17269.06
-61.65,13.22,17297.78
26.70,21.07,17348.38
123.16,-12.37,17430.94
137.31,4.88,17512.32
-115.94,-30.02,17524.73
-75.16,42.41,17542.73
-16.15,61.53,17659.09
133.13,10.94,17835.92
-76.11,38.67,17892.42
139.02,-1.43,17917.65
94.15,36.25,17985.07
-87.70,79.77,18020.83
104.63,64.57,18056.14
16.95,71.67,18064.97
-160.83,16.94,18072.05
-61.36,-75.92,18270.59
-40.89,-11.28,18413.02
-130.81,4.80,18414.25
-16.97,56.51,18438.19
-9.66,-28.61,18443.05
-46.79,-18.45,18591.30
179.26,-40.12,18636.03
64.67,29.72,18771.57
-89.43,-20.41,18984.44
136.79,-10.56,19167.42
-145.90,2.49,19185.24
-64.09,-39.03,19411.72
-166.49,17.85,19411.98
-20.75,-21.97,19505.15
55.97,-11.80,19661.23
-94.20,32.80,19703.00
13.75,-68.90,19799.36
-68.01,33.36,19803.68
-122.82,19.16,19853.68
-109.19,19.97,19877.44
49.32,49.56,19888.62
-123.05,63.80,20043.64
-68.68,-53.28,20161.83
36.96,-22.45,20171.31
40.80,-4.71,20244.60
-93.05,42.28,20302.36
-142.08,13.16,20406.57
-134.03,17.58,20710.85
-83.88,28.79,20777.69
-101.31,-23.05,20800.07
72.41,-58.51,20842.75
51.28,-15.20,20902.69
-105.10,22.34,20974.06
22.65,65.72,20977.89
92.89,31.15,21048.29
66.65,71.23,21107.68
20.45,-38.41,21219.41
-105.77,-33.04,21392.80
-2.66,20.41,21440.81
10.38,-72.33,21469.13
77.88,18.18,22095.98
-87.44,-41.49,22186.26
-34.78,33.14,22390.58
167.37,23.39,22620.29
18.27,-30.04,22622.98
-149.14,4.11,22914.96
-27.04,70.18,22922.85
-5.29,-29.65,23042.49
18.67,1.25,23118.61
-30.24,-64.30,23147.03
161.82,27.09,23402.67
-13.88,69.06,23879.36
-85.10,42.06,24024.75
66.35,-30.06,24134.09
73.10,4.92,24202.64
164.43,-0.95,24355.23
100.90,-59.10,24695.11
-127.71,41.07,24770.56
-47.89,75.64,25680.71
-42.78,-0.06,26517.63
-168.53,-24.14,27534.08
-5.88,-42.95,27782.72
-75.09,57.72,28117.14
-30.14,54.61,28840.15
-9.21,-68.32,28892.03
-63.00,-3.16,29509.27
165.45,-46.76,29610.93
37.25,-7.51,29722.14
72.53,61.33,30661.20
-88.56,-75.22,32442.06
143.75,46.51,33370.94
82.07,48.41,33770.70
99.15,-8.03,34546.61
-169.02,-49.70,34735.79
179.45,-69.31,39216.84
-178.43,-29.56,39220.42
-173.98,53.00,39832.05
-162.25,37.77,39887.68
-53.13,25.87,40319.88
-22.44,38.61,43501.51
96.73,17.60,44589.15
-42.68,35.56,48668.93
-10.72,16.81,48934.01
-103.70,29.72,50754.42
173.44,1.87,56258.07
-20.24,9.72,56690.38
-96.44,69.96,56828.43
-164.48,6.46,66556.16
78.44,-69.80,87141.65
-156.59,76.69,94699.55
-169.37,-21.35,104534.31
89.69,65.61,106109.86
93.52,42.82,126082.82
176.15,23.58,172812.32
36.32,33.09,212303.02
104.64,-0.49,248422.65
